excluded_encoder,method,shortlist_size,rows,encoders,encoder_target_pairs,best_candidate_recall_mean,top3_candidate_recall_mean,validation_regret_mean,normalized_validation_regret_mean,removed_fraction_mean,test_regret_vs_exhaustive_validation_selection_mean,best_candidate_family_recall_mean,top3_candidate_family_recall_mean,selected_family_count_mean,removed_family_fraction_mean,passing_encoders,passes_overall
clip_b32,exact_merged_rank_greedy,5,21,3,21,0.8095238095238095,0.6507936507936508,0.0005755074348428405,0.017178068136195025,0.7619047619047619,0.0017516096433003764,0.8095238095238095,0.6587301587301587,4.0,0.7647058823529411,0,False
clip_b32,facility_subspace,5,21,3,21,0.047619047619047616,0.12698412698412698,0.007261731911451474,0.18995133949601792,0.7619047619047619,0.005713429905119395,0.2857142857142857,0.38888888888888884,5.0,0.7058823529411764,0,False
clip_b32,kcenter_subspace,5,21,3,21,0.7619047619047619,0.47619047619047616,0.0005129794679119929,0.01795973457396714,0.7619047619047619,6.036020460583232e-05,0.7619047619047619,0.5238095238095238,5.0,0.7058823529411764,0,False
clip_b32,leverage_centroid,5,21,3,21,0.09523809523809523,0.15873015873015872,0.005402329372648895,0.1652569744026586,0.7619047619047619,0.0031119982401530055,0.09523809523809523,0.15873015873015872,5.0,0.7058823529411764,0,False
clip_b32,pool_vendi_subspace,5,21,3,21,0.7619047619047619,0.47619047619047616,0.0005129794679119929,0.01795973457396714,0.7619047619047619,6.036020460583232e-05,0.7619047619047619,0.5396825396825397,5.0,0.7058823529411764,0,False
clip_b32,rank_l_gram,5,21,3,21,0.8095238095238095,0.6984126984126984,0.0003667323469670258,0.012610929862409309,0.7619047619047619,0.001230776309967041,0.8571428571428571,0.7222222222222222,5.0,0.7058823529411764,0,False
clip_b32,rank_only,5,21,3,21,0.8095238095238095,0.6507936507936508,0.0005755074348428405,0.017178068136195025,0.7619047619047619,0.0017516096433003764,0.8095238095238095,0.6587301587301587,4.0,0.7647058823529411,0,False
clip_b32,agglomerative_subspace,10,21,3,21,0.0,0.1746031746031746,0.004893217333749906,0.13969170967582323,0.5238095238095238,0.00517341522943406,0.3333333333333333,0.5079365079365079,10.0,0.4117647058823529,0,False
clip_b32,dpp_subspace,10,21,3,21,0.8571428571428571,0.746031746031746,0.00030839838936804647,0.007499292006425364,0.5238095238095238,0.0007099429766337055,0.9047619047619048,0.7777777777777777,8.333333333333334,0.5098039215686274,1,False
clip_b32,exact_merged_rank_greedy,10,21,3,21,0.9047619047619048,0.7777777777777777,0.00026008928024510265,0.0045097580179605965,0.5238095238095238,0.0007566662061782079,0.9047619047619048,0.7777777777777777,7.333333333333333,0.5686274509803921,2,True
clip_b32,facility_subspace,10,21,3,21,0.047619047619047616,0.2698412698412698,0.004330995535860807,0.12216377847016185,0.5238095238095238,0.004099434046518239,0.38095238095238093,0.5873015873015872,10.0,0.4117647058823529,0,False
clip_b32,kcenter_subspace,10,21,3,21,0.7619047619047619,0.5873015873015872,0.0005129794679119929,0.01795973457396714,0.5238095238095238,6.036020460583232e-05,0.7619047619047619,0.6507936507936508,10.0,0.4117647058823529,0,False
clip_b32,leverage_centroid,10,21,3,21,0.09523809523809523,0.3333333333333333,0.00427184942848239,0.12247164816670894,0.5238095238095238,0.004133210579554252,0.19047619047619047,0.39682539682539675,9.333333333333334,0.45098039215686275,0,False
clip_b32,pool_vendi_subspace,10,21,3,21,0.7619047619047619,0.6349206349206349,0.000500698689295888,0.01688360506966383,0.5238095238095238,0.00043238401412964186,0.7619047619047619,0.6904761904761905,9.666666666666666,0.4313725490196078,0,False
clip_b32,rank_l_gram,10,21,3,21,0.8571428571428571,0.7936507936507937,0.00030839838936804647,0.007499292006425364,0.5238095238095238,0.0007099429766337055,1.0,0.8809523809523809,9.666666666666666,0.4313725490196078,1,False
clip_b32,rank_only,10,21,3,21,0.9047619047619048,0.7777777777777777,0.00026008928024510265,0.0045097580179605965,0.5238095238095238,0.0007566662061782079,0.9047619047619048,0.7777777777777777,7.0,0.5882352941176471,2,True
dinov2_b14,agglomerative_subspace,3,21,3,21,0.0,0.06349206349206349,0.008766386069040894,0.26013510516052935,0.8571428571428571,0.00875312316985357,0.2857142857142857,0.30158730158730157,3.0,0.8235294117647058,0,False
dinov2_b14,dpp_subspace,3,21,3,21,0.6190476190476191,0.5714285714285714,0.0013511876316859572,0.04259742577433252,0.8571428571428571,0.0009295991488865359,0.6190476190476191,0.5873015873015872,3.0,0.8235294117647058,0,False
dinov2_b14,exact_merged_rank_greedy,3,21,3,21,0.6190476190476191,0.5714285714285714,0.0013511876316859572,0.04259742577433252,0.8571428571428571,0.0009295991488865359,0.6190476190476191,0.5873015873015872,3.0,0.8235294117647058,0,False
dinov2_b14,facility_subspace,3,21,3,21,0.047619047619047616,0.06349206349206349,0.009912904056127029,0.2573155849766233,0.8571428571428571,0.010913900250480276,0.42857142857142855,0.3412698412698412,3.0,0.8235294117647058,0,False
dinov2_b14,kcenter_subspace,3,21,3,21,0.47619047619047616,0.3333333333333333,0.0031406172211807843,0.10172247638658341,0.8571428571428571,0.0029271409625098786,0.47619047619047616,0.38095238095238093,3.0,0.8235294117647058,0,False
dinov2_b14,leverage_centroid,3,21,3,21,0.14285714285714285,0.20634920634920634,0.005779132401158801,0.16598103754824342,0.8571428571428571,0.0012103881154741582,0.14285714285714285,0.21428571428571427,3.0,0.8235294117647058,0,False
dinov2_b14,pool_vendi_subspace,3,21,3,21,0.47619047619047616,0.3333333333333333,0.0031406172211807843,0.10172247638658341,0.8571428571428571,0.0029271409625098786,0.47619047619047616,0.38095238095238093,3.0,0.8235294117647058,0,False
dinov2_b14,rank_l_gram,3,21,3,21,0.6190476190476191,0.5714285714285714,0.0013511876316859572,0.04259742577433252,0.8571428571428571,0.0009295991488865359,0.6190476190476191,0.5873015873015872,3.0,0.8235294117647058,0,False
dinov2_b14,rank_only,3,21,3,21,0.5714285714285714,0.492063492063492,0.0015108388961587726,0.04634499566431917,0.8571428571428571,0.003831384863172249,0.5714285714285714,0.5079365079365079,2.3333333333333335,0.8627450980392156,0,False
