construction,readout,metric,method,shortlist_size,domain_count,repeated_task_count,test_loss,oracle_loss,full_validation_test_loss,gap_to_full,absolute_omission,recall_at_top_q,worst_repeated_task_gap
original,ridge,error_rate,domain_moment_ties,10,6,12,0.6293843587239584,0.6102701822916666,0.6151529947916666,0.014231363932291666,0.016343180338541666,0.20791666666666667,0.0557861328125
original,ridge,error_rate,domain_moment_ties,25,6,12,0.6253194173177082,0.6102701822916666,0.6151529947916666,0.010166422526041668,0.011623128255208335,0.3283333333333333,0.053955078125
original,ridge,error_rate,domain_moment_ties,50,6,12,0.6223937988281251,0.6102701822916666,0.6151529947916666,0.007240804036458333,0.006793212890625,0.4891666666666666,0.01806640625
original,ridge,error_rate,domain_moment_ties,100,6,12,0.6190185546875,0.6102701822916666,0.6151529947916666,0.0038655598958333335,0.002557373046875,0.7420833333333333,0.01806640625
original,ridge,error_rate,domain_moment_ties,227,6,12,0.6151529947916666,0.6102701822916666,0.6151529947916666,0.0,0.0,0.9583333333333334,0.0
original,ridge,nll,domain_moment_ties,10,6,12,4.467096761168432,4.462408575233982,4.462854275247989,0.004242485920443777,0.004416756363286963,0.1920833333333333,0.017681203830820946
original,ridge,nll,domain_moment_ties,25,6,12,4.465664727817692,4.462408575233982,4.462854275247989,0.0028104525697033624,0.0030717407599208865,0.365,0.017362203575249868
original,ridge,nll,domain_moment_ties,50,6,12,4.463510104831844,4.462408575233982,4.462854275247989,0.0006558295838555273,0.0007900193218130254,0.61625,0.0034194484021168314
original,ridge,nll,domain_moment_ties,100,6,12,4.462997163035182,4.462408575233982,4.462854275247989,0.00014288778719274327,0.0003467493160493218,0.7970833333333331,0.0012622925314921042
original,ridge,nll,domain_moment_ties,227,6,12,4.462854275247989,4.462408575233982,4.462854275247989,0.0,0.0,0.9916666666666667,0.0
hash_partition,logistic,brier_score,domain_moment_ties,10,6,12,0.8736799807626365,0.868021984172335,0.8684894011593198,0.005190579603316994,0.005135608568978687,0.35249999999999987,0.027982096107254488
hash_partition,logistic,brier_score,domain_moment_ties,25,6,12,0.8716099538975675,0.868021984172335,0.8684894011593198,0.0031205527382478344,0.0026410597402822624,0.5479166666666667,0.028354569047541477
hash_partition,logistic,brier_score,domain_moment_ties,50,6,12,0.8693561304902199,0.868021984172335,0.8684894011593198,0.0008667293309001623,0.0010194479636921323,0.7404166666666666,0.012045256314336084
hash_partition,logistic,brier_score,domain_moment_ties,100,6,12,0.8688736769403156,0.868021984172335,0.8684894011593198,0.0003842757809960332,0.0004198199705053196,0.8208333333333333,0.004898243626557086
hash_partition,logistic,brier_score,domain_moment_ties,227,6,12,0.8684894011593198,0.868021984172335,0.8684894011593198,0.0,0.0,0.9916666666666667,0.0
hash_partition,logistic,error_rate,domain_moment_ties,10,6,12,0.6316650390625,0.6043701171875,0.6141357421875,0.017529296875,0.024165852864583337,0.14,0.0945068359375
hash_partition,logistic,error_rate,domain_moment_ties,25,6,12,0.6255879720052083,0.6043701171875,0.6141357421875,0.011452229817708335,0.016237386067708335,0.285,0.09228515625
hash_partition,logistic,error_rate,domain_moment_ties,50,6,12,0.6186787923177083,0.6043701171875,0.6141357421875,0.0045430501302083336,0.006538899739583334,0.5129166666666666,0.0300048828125
hash_partition,logistic,error_rate,domain_moment_ties,100,6,12,0.61556396484375,0.6043701171875,0.6141357421875,0.0014282226562500001,0.0013936360677083333,0.7804166666666666,0.021044921875
hash_partition,logistic,error_rate,domain_moment_ties,227,6,12,0.6128743489583334,0.6043701171875,0.6141357421875,-0.0012613932291666667,0.0,0.9500000000000001,0.0
hash_partition,logistic,nll,domain_moment_ties,10,6,12,3.4197049776209063,3.3726658907631504,3.383433051535073,0.036271926085833704,0.038331463653275784,0.31375,0.22717637876918112
hash_partition,logistic,nll,domain_moment_ties,25,6,12,3.40744284307254,3.3726658907631504,3.383433051535073,0.024009791537467743,0.025873401489899892,0.48,0.216274309527754
hash_partition,logistic,nll,domain_moment_ties,50,6,12,3.387919948452591,3.3726658907631504,3.383433051535073,0.004486896917518469,0.006162780666914558,0.7666666666666666,0.0688638739841102
hash_partition,logistic,nll,domain_moment_ties,100,6,12,3.384014687024834,3.3726658907631504,3.383433051535073,0.0005816354897616635,0.0015099891883440927,0.9,0.022129555073508778
hash_partition,logistic,nll,domain_moment_ties,227,6,12,3.383433051535073,3.3726658907631504,3.383433051535073,0.0,0.0,1.0,0.0
hash_partition,ridge,brier_score,domain_moment_ties,10,6,12,0.9868793607678753,0.9867452012003509,0.9867656255570414,0.00011373521083398498,0.00011274545565553435,0.3054166666666666,0.0005378625722840924
hash_partition,ridge,brier_score,domain_moment_ties,25,6,12,0.9868371008506308,0.9867452012003509,0.9867656255570414,7.14752935895758e-05,7.138463549311254e-05,0.48583333333333334,0.0005646725538643871
hash_partition,ridge,brier_score,domain_moment_ties,50,6,12,0.9867910151881611,0.9867452012003509,0.9867656255570414,2.5389631119801528e-05,2.6839054190144297e-05,0.7241666666666666,0.00016409241119909047
hash_partition,ridge,brier_score,domain_moment_ties,100,6,12,0.9867840721611559,0.9867452012003509,0.9867656255570414,1.8446604114788026e-05,1.3063621141089682e-05,0.8374999999999998,0.00010040519881589494
hash_partition,ridge,brier_score,domain_moment_ties,227,6,12,0.9867656255570414,0.9867452012003509,0.9867656255570414,0.0,0.0,0.9916666666666667,0.0
hash_partition,ridge,error_rate,domain_moment_ties,10,6,12,0.6119852701822918,0.5844319661458334,0.5922037760416666,0.019781494140625,0.022943115234375002,0.13666666666666666,0.076171875
hash_partition,ridge,error_rate,domain_moment_ties,25,6,12,0.6065694173177084,0.5844319661458334,0.5922037760416666,0.014365641276041667,0.014357503255208333,0.28833333333333333,0.06298828125
hash_partition,ridge,error_rate,domain_moment_ties,50,6,12,0.5951741536458334,0.5844319661458334,0.5922037760416666,0.0029703776041666665,0.004148356119791667,0.5445833333333333,0.021484375
hash_partition,ridge,error_rate,domain_moment_ties,100,6,12,0.5922444661458334,0.5844319661458334,0.5922037760416666,4.0690104166666664e-05,0.0,0.8208333333333333,0.0009765625
hash_partition,ridge,error_rate,domain_moment_ties,227,6,12,0.59228515625,0.5844319661458334,0.5922037760416666,8.138020833333333e-05,0.0,0.9666666666666667,0.0009765625
hash_partition,ridge,nll,domain_moment_ties,10,6,12,4.471155520208945,4.465887368088349,4.466676697201268,0.004478823007677472,0.004353692888601675,0.29916666666666664,0.022092646137142857
hash_partition,ridge,nll,domain_moment_ties,25,6,12,4.469597096738422,4.465887368088349,4.466676697201268,0.002920399537154761,0.002505567330053301,0.4795833333333333,0.023092287777330966
hash_partition,ridge,nll,domain_moment_ties,50,6,12,4.467556104896622,4.465887368088349,4.466676697201268,0.0008794076953551649,0.0008636273394641976,0.71875,0.0062917620940162065
hash_partition,ridge,nll,domain_moment_ties,100,6,12,4.467267555999226,4.465887368088349,4.466676697201268,0.0005908587979588376,0.00032337185758363565,0.8541666666666665,0.0038064625213936054
hash_partition,ridge,nll,domain_moment_ties,227,6,12,4.466676697201268,4.465887368088349,4.466676697201268,0.0,0.0,0.9916666666666667,0.0
