encoder,projection_seed,target_domain,readout,metric,shortlist_size,method,recall_at_top_q,recall_at_top_q_defined_count,test_loss,test_loss_defined_count,oracle_loss,oracle_loss_defined_count,absolute_regret,absolute_regret_defined_count,relative_regret,relative_regret_defined_count,span_normalized_regret,span_normalized_regret_defined_count,absolute_omission,absolute_omission_defined_count,relative_candidate_span,relative_candidate_span_defined_count
dinov2_b14,20260911,clipart,logistic,brier_score,25,dpp_subspace,0.0,1,0.8114661843456723,1,0.7587180257645341,1,0.05274815858113824,1,0.06952274335117546,1,0.2636688093779582,1,0.05274815858113824,1,0.26367450710302837,1
dinov2_b14,20260911,clipart,logistic,brier_score,25,merged_effective_rank,0.1,1,0.7643623899675955,1,0.7587180257645341,1,0.005644364203061469,1,0.007439343750102467,1,0.028214118353108796,1,0.005644364203061469,1,0.26367450710302837,1
dinov2_b14,20260911,clipart,logistic,brier_score,25,random,0.06000000000000001,20,0.7802868073778233,20,0.758718025764534,20,0.02156878161328929,20,0.028427928269603414,20,0.10781447392066412,20,0.021529265688180105,20,0.2636745071030283,20
dinov2_b14,20260911,clipart,logistic,brier_score,25,second_moment_mmd,0.4,1,0.7587180257645341,1,0.7587180257645341,1,0.0,1,0.0,1,0.0,1,0.0,1,0.26367450710302837,1
dinov2_b14,20260911,clipart,logistic,brier_score,25,target_a,0.5,1,0.7608237554960172,1,0.7587180257645341,1,0.0021057297314831525,1,0.0027753785464122603,1,0.010525775043272602,1,0.0021057297314831525,1,0.26367450710302837,1
dinov2_b14,20260911,clipart,logistic,brier_score,25,target_energy,0.0,1,0.8620876999487396,1,0.7587180257645341,1,0.1033696741842055,1,0.13624254423116341,1,0.5167073060192653,1,0.1033696741842055,1,0.26367450710302837,1
dinov2_b14,20260911,clipart,logistic,brier_score,50,bayesian_d,0.1,1,0.7643623899675955,1,0.7587180257645341,1,0.005644364203061469,1,0.007439343750102467,1,0.028214118353108796,1,0.005644364203061469,1,0.26367450710302837,1
dinov2_b14,20260911,clipart,logistic,brier_score,50,domain_balance,0.0,1,0.7773803396793503,1,0.7587180257645341,1,0.01866231391481621,1,0.02459716690665262,1,0.09328610178094125,1,0.01866231391481621,1,0.26367450710302837,1
dinov2_b14,20260911,clipart,logistic,brier_score,50,dpp_subspace,0.0,1,0.8058514171154549,1,0.7587180257645341,1,0.04713339135092087,1,0.06212240878740975,1,0.23560263549913835,1,0.04713339135092087,1,0.26367450710302837,1
dinov2_b14,20260911,clipart,logistic,brier_score,50,merged_effective_rank,0.1,1,0.7643623899675955,1,0.7587180257645341,1,0.005644364203061469,1,0.007439343750102467,1,0.028214118353108796,1,0.005644364203061469,1,0.26367450710302837,1
dinov2_b14,20260911,clipart,logistic,brier_score,50,random,0.10500000000000001,20,0.7714136580772026,20,0.758718025764534,20,0.01269563231266862,20,0.016733004728437376,20,0.0634608362874425,20,0.012481963969798948,20,0.2636745071030283,20
dinov2_b14,20260911,clipart,logistic,brier_score,50,second_moment_mmd,0.7,1,0.7587180257645341,1,0.7587180257645341,1,0.0,1,0.0,1,0.0,1,0.0,1,0.26367450710302837,1
dinov2_b14,20260911,clipart,logistic,brier_score,50,target_a,0.7,1,0.7587180257645341,1,0.7587180257645341,1,0.0,1,0.0,1,0.0,1,0.0,1,0.26367450710302837,1
dinov2_b14,20260911,clipart,logistic,brier_score,50,target_energy,0.0,1,0.8044873197262137,1,0.7587180257645341,1,0.045769293961679614,1,0.060324511092984076,1,0.22878401008791052,1,0.045769293961679614,1,0.26367450710302837,1
dinov2_b14,20260911,clipart,logistic,brier_score,100,bayesian_d,0.5,1,0.7608237554960172,1,0.7587180257645341,1,0.0021057297314831525,1,0.0027753785464122603,1,0.010525775043272602,1,0.0021057297314831525,1,0.26367450710302837,1
dinov2_b14,20260911,clipart,logistic,brier_score,100,domain_balance,0.0,1,0.7773803396793503,1,0.7587180257645341,1,0.01866231391481621,1,0.02459716690665262,1,0.09328610178094125,1,0.01866231391481621,1,0.26367450710302837,1
dinov2_b14,20260911,clipart,logistic,brier_score,100,dpp_subspace,0.0,1,0.8074951998338799,1,0.7587180257645341,1,0.048777174069345786,1,0.06428893530003417,1,0.24381930587970668,1,0.04713339135092087,1,0.26367450710302837,1
dinov2_b14,20260911,clipart,logistic,brier_score,100,merged_effective_rank,0.5,1,0.7608237554960172,1,0.7587180257645341,1,0.0021057297314831525,1,0.0027753785464122603,1,0.010525775043272602,1,0.0021057297314831525,1,0.26367450710302837,1
dinov2_b14,20260911,clipart,logistic,brier_score,100,random,0.215,20,0.7659347745089833,20,0.758718025764534,20,0.00721674874444927,20,0.009511766558040056,20,0.03607389528303327,20,0.006631215530002582,20,0.2636745071030283,20
dinov2_b14,20260911,clipart,logistic,brier_score,100,second_moment_mmd,1.0,1,0.7587180257645341,1,0.7587180257645341,1,0.0,1,0.0,1,0.0,1,0.0,1,0.26367450710302837,1
dinov2_b14,20260911,clipart,logistic,brier_score,100,target_a,1.0,1,0.7587180257645341,1,0.7587180257645341,1,0.0,1,0.0,1,0.0,1,0.0,1,0.26367450710302837,1
dinov2_b14,20260911,clipart,logistic,brier_score,100,target_energy,0.0,1,0.8044873197262137,1,0.7587180257645341,1,0.045769293961679614,1,0.060324511092984076,1,0.22878401008791052,1,0.045769293961679614,1,0.26367450710302837,1
dinov2_b14,20260911,clipart,logistic,brier_score,227,bayesian_d,1.0,1,0.7587180257645341,1,0.7587180257645341,1,0.0,1,0.0,1,0.0,1,0.0,1,0.26367450710302837,1
dinov2_b14,20260911,clipart,logistic,brier_score,227,domain_balance,0.2,1,0.7739341779278653,1,0.7587180257645341,1,0.015216152163331276,1,0.02005508192321974,1,0.07605999587735421,1,0.015216152163331276,1,0.26367450710302837,1
dinov2_b14,20260911,clipart,logistic,brier_score,227,dpp_subspace,0.2,1,0.7643623899675955,1,0.7587180257645341,1,0.005644364203061469,1,0.007439343750102467,1,0.028214118353108796,1,0.005644364203061469,1,0.26367450710302837,1
dinov2_b14,20260911,clipart,logistic,brier_score,227,merged_effective_rank,1.0,1,0.7587180257645341,1,0.7587180257645341,1,0.0,1,0.0,1,0.0,1,0.0,1,0.26367450710302837,1
dinov2_b14,20260911,clipart,logistic,brier_score,227,random,0.48999999999999994,20,0.7604486149437986,20,0.758718025764534,20,0.001730589179264591,20,0.0022809385311766328,20,0.008650584223090545,20,0.001730589179264591,20,0.2636745071030283,20
dinov2_b14,20260911,clipart,logistic,brier_score,227,second_moment_mmd,1.0,1,0.7587180257645341,1,0.7587180257645341,1,0.0,1,0.0,1,0.0,1,0.0,1,0.26367450710302837,1
dinov2_b14,20260911,clipart,logistic,brier_score,227,target_a,1.0,1,0.7587180257645341,1,0.7587180257645341,1,0.0,1,0.0,1,0.0,1,0.0,1,0.26367450710302837,1
dinov2_b14,20260911,clipart,logistic,brier_score,227,target_energy,0.0,1,0.7822470534105195,1,0.7587180257645341,1,0.023529027645985412,1,0.031011557452158882,1,0.1176130290064083,1,0.023316858074128977,1,0.26367450710302837,1
dinov2_b14,20260911,clipart,logistic,error_rate,10,bayesian_d,0.1,1,0.42138671875,1,0.40673828125,1,0.0146484375,1,0.03601440576230492,1,0.04132231404958678,1,0.0146484375,1,0.8715486194477791,1
dinov2_b14,20260911,clipart,logistic,error_rate,10,domain_balance,0.0,1,0.48974609375,1,0.40673828125,1,0.0830078125,1,0.20408163265306123,1,0.23415977961432508,1,0.0830078125,1,0.8715486194477791,1
dinov2_b14,20260911,clipart,logistic,error_rate,10,dpp_subspace,0.0,1,0.47412109375,1,0.40673828125,1,0.0673828125,1,0.16566626650660263,1,0.19008264462809918,1,0.0673828125,1,0.8715486194477791,1
dinov2_b14,20260911,clipart,logistic,error_rate,10,merged_effective_rank,0.1,1,0.42138671875,1,0.40673828125,1,0.0146484375,1,0.03601440576230492,1,0.04132231404958678,1,0.0146484375,1,0.8715486194477791,1
dinov2_b14,20260911,clipart,logistic,error_rate,10,random,0.030000000000000006,20,0.4487060546875,20,0.40673828125,20,0.0419677734375,20,0.1031812725090036,20,0.11838842975206612,20,0.041845703125,20,0.8715486194477791,20
dinov2_b14,20260911,clipart,logistic,error_rate,10,second_moment_mmd,0.0,1,0.44482421875,1,0.40673828125,1,0.0380859375,1,0.0936374549819928,1,0.10743801652892562,1,0.0380859375,1,0.8715486194477791,1
dinov2_b14,20260911,clipart,logistic,error_rate,10,target_a,0.5,1,0.40673828125,1,0.40673828125,1,0.0,1,0.0,1,0.0,1,0.0,1,0.8715486194477791,1
dinov2_b14,20260911,clipart,logistic,error_rate,10,target_energy,0.0,1,0.49169921875,1,0.40673828125,1,0.0849609375,1,0.20888355342136855,1,0.2396694214876033,1,0.08447265625,1,0.8715486194477791,1
dinov2_b14,20260911,clipart,logistic,error_rate,25,bayesian_d,0.3,1,0.40673828125,1,0.40673828125,1,0.0,1,0.0,1,0.0,1,0.0,1,0.8715486194477791,1
dinov2_b14,20260911,clipart,logistic,error_rate,25,domain_balance,0.0,1,0.4775390625,1,0.40673828125,1,0.07080078125,1,0.17406962785114047,1,0.19972451790633608,1,0.07080078125,1,0.8715486194477791,1
dinov2_b14,20260911,clipart,logistic,error_rate,25,dpp_subspace,0.0,1,0.46142578125,1,0.40673828125,1,0.0546875,1,0.13445378151260504,1,0.15426997245179064,1,0.0546875,1,0.8715486194477791,1
dinov2_b14,20260911,clipart,logistic,error_rate,25,merged_effective_rank,0.3,1,0.40673828125,1,0.40673828125,1,0.0,1,0.0,1,0.0,1,0.0,1,0.8715486194477791,1
dinov2_b14,20260911,clipart,logistic,error_rate,25,random,0.07,20,0.4340576171875,20,0.40673828125,20,0.0273193359375,20,0.06716686674669868,20,0.07706611570247933,20,0.0260009765625,20,0.8715486194477791,20
dinov2_b14,20260911,clipart,logistic,error_rate,25,second_moment_mmd,0.2,1,0.4208984375,1,0.40673828125,1,0.01416015625,1,0.03481392557022809,1,0.03994490358126722,1,0.01416015625,1,0.8715486194477791,1
dinov2_b14,20260911,clipart,logistic,error_rate,25,target_a,0.5,1,0.40673828125,1,0.40673828125,1,0.0,1,0.0,1,0.0,1,0.0,1,0.8715486194477791,1
dinov2_b14,20260911,clipart,logistic,error_rate,25,target_energy,0.0,1,0.49169921875,1,0.40673828125,1,0.0849609375,1,0.20888355342136855,1,0.2396694214876033,1,0.08447265625,1,0.8715486194477791,1
dinov2_b14,20260911,clipart,logistic,error_rate,50,bayesian_d,0.4,1,0.40673828125,1,0.40673828125,1,0.0,1,0.0,1,0.0,1,0.0,1,0.8715486194477791,1
dinov2_b14,20260911,clipart,logistic,error_rate,50,domain_balance,0.0,1,0.45751953125,1,0.40673828125,1,0.05078125,1,0.12484993997599039,1,0.14325068870523416,1,0.05078125,1,0.8715486194477791,1
dinov2_b14,20260911,clipart,logistic,error_rate,50,dpp_subspace,0.0,1,0.46142578125,1,0.40673828125,1,0.0546875,1,0.13445378151260504,1,0.15426997245179064,1,0.0546875,1,0.8715486194477791,1
dinov2_b14,20260911,clipart,logistic,error_rate,50,merged_effective_rank,0.4,1,0.40673828125,1,0.40673828125,1,0.0,1,0.0,1,0.0,1,0.0,1,0.8715486194477791,1
dinov2_b14,20260911,clipart,logistic,error_rate,50,random,0.1,20,0.4263427734375,20,0.40673828125,20,0.0196044921875,20,0.04819927971188475,20,0.0553030303030303,20,0.0177490234375,20,0.8715486194477791,20
dinov2_b14,20260911,clipart,logistic,error_rate,50,second_moment_mmd,0.6,1,0.4208984375,1,0.40673828125,1,0.01416015625,1,0.03481392557022809,1,0.03994490358126722,1,0.0068359375,1,0.8715486194477791,1
dinov2_b14,20260911,clipart,logistic,error_rate,50,target_a,0.6,1,0.40673828125,1,0.40673828125,1,0.0,1,0.0,1,0.0,1,0.0,1,0.8715486194477791,1
dinov2_b14,20260911,clipart,logistic,error_rate,50,target_energy,0.0,1,0.43896484375,1,0.40673828125,1,0.0322265625,1,0.07923169267707082,1,0.09090909090909091,1,0.0322265625,1,0.8715486194477791,1
dinov2_b14,20260911,clipart,logistic,error_rate,100,bayesian_d,0.5,1,0.40673828125,1,0.40673828125,1,0.0,1,0.0,1,0.0,1,0.0,1,0.8715486194477791,1
dinov2_b14,20260911,clipart,logistic,error_rate,100,domain_balance,0.0,1,0.45751953125,1,0.40673828125,1,0.05078125,1,0.12484993997599039,1,0.14325068870523416,1,0.05078125,1,0.8715486194477791,1
dinov2_b14,20260911,clipart,logistic,error_rate,100,dpp_subspace,0.0,1,0.46142578125,1,0.40673828125,1,0.0546875,1,0.13445378151260504,1,0.15426997245179064,1,0.0546875,1,0.8715486194477791,1
dinov2_b14,20260911,clipart,logistic,error_rate,100,merged_effective_rank,0.5,1,0.40673828125,1,0.40673828125,1,0.0,1,0.0,1,0.0,1,0.0,1,0.8715486194477791,1
dinov2_b14,20260911,clipart,logistic,error_rate,100,random,0.18000000000000002,20,0.42255859375,20,0.40673828125,20,0.0158203125,20,0.038895558223289314,20,0.04462809917355372,20,0.0127685546875,20,0.8715486194477791,20
dinov2_b14,20260911,clipart,logistic,error_rate,100,second_moment_mmd,0.9,1,0.40673828125,1,0.40673828125,1,0.0,1,0.0,1,0.0,1,0.0,1,0.8715486194477791,1
dinov2_b14,20260911,clipart,logistic,error_rate,100,target_a,0.9,1,0.40673828125,1,0.40673828125,1,0.0,1,0.0,1,0.0,1,0.0,1,0.8715486194477791,1
dinov2_b14,20260911,clipart,logistic,error_rate,100,target_energy,0.0,1,0.43896484375,1,0.40673828125,1,0.0322265625,1,0.07923169267707082,1,0.09090909090909091,1,0.02685546875,1,0.8715486194477791,1
dinov2_b14,20260911,clipart,logistic,error_rate,227,bayesian_d,0.9,1,0.40673828125,1,0.40673828125,1,0.0,1,0.0,1,0.0,1,0.0,1,0.8715486194477791,1
dinov2_b14,20260911,clipart,logistic,error_rate,227,domain_balance,0.0,1,0.4365234375,1,0.40673828125,1,0.02978515625,1,0.07322929171668667,1,0.08402203856749312,1,0.0224609375,1,0.8715486194477791,1
dinov2_b14,20260911,clipart,logistic,error_rate,227,dpp_subspace,0.4,1,0.40673828125,1,0.40673828125,1,0.0,1,0.0,1,0.0,1,0.0,1,0.8715486194477791,1
dinov2_b14,20260911,clipart,logistic,error_rate,227,merged_effective_rank,0.9,1,0.40673828125,1,0.40673828125,1,0.0,1,0.0,1,0.0,1,0.0,1,0.8715486194477791,1
dinov2_b14,20260911,clipart,logistic,error_rate,227,random,0.505,20,0.4155517578125,20,0.40673828125,20,0.0088134765625,20,0.021668667466986796,20,0.024862258953168046,20,0.005517578125,20,0.8715486194477791,20
dinov2_b14,20260911,clipart,logistic,error_rate,227,second_moment_mmd,0.9,1,0.40673828125,1,0.40673828125,1,0.0,1,0.0,1,0.0,1,0.0,1,0.8715486194477791,1
dinov2_b14,20260911,clipart,logistic,error_rate,227,target_a,1.0,1,0.40673828125,1,0.40673828125,1,0.0,1,0.0,1,0.0,1,0.0,1,0.8715486194477791,1
dinov2_b14,20260911,clipart,logistic,error_rate,227,target_energy,0.1,1,0.42822265625,1,0.40673828125,1,0.021484375,1,0.05282112845138055,1,0.06060606060606061,1,0.021484375,1,0.8715486194477791,1
dinov2_b14,20260911,clipart,logistic,nll,10,bayesian_d,0.1,1,2.7472298787028557,1,2.6346007947484598,1,0.11262908395439597,1,0.042749962035576364,1,0.048149872308791086,1,0.11262908395439597,1,0.8878520333639842,1
dinov2_b14,20260911,clipart,logistic,nll,10,domain_balance,0.0,1,2.983628488996448,1,2.6346007947484598,1,0.3490276942479884,1,0.13247839860357746,1,0.14921224891678156,1,0.3490276942479884,1,0.8878520333639842,1
dinov2_b14,20260911,clipart,logistic,nll,10,dpp_subspace,0.0,1,3.00412135556517,1,2.6346007947484598,1,0.36952056081671003,1,0.14025675599630655,1,0.15797312021113186,1,0.36952056081671003,1,0.8878520333639842,1
dinov2_b14,20260911,clipart,logistic,nll,10,merged_effective_rank,0.1,1,2.7472298787028557,1,2.6346007947484598,1,0.11262908395439597,1,0.042749962035576364,1,0.048149872308791086,1,0.11262908395439597,1,0.8878520333639842,1
dinov2_b14,20260911,clipart,logistic,nll,10,random,0.015000000000000003,20,2.882817507762411,20,2.6346007947484593,20,0.24821671301395126,20,0.0942141646312112,20,0.10611471404108064,20,0.2399797922787398,20,0.8878520333639843,20
dinov2_b14,20260911,clipart,logistic,nll,10,second_moment_mmd,0.1,1,2.6867757842392574,1,2.6346007947484598,1,0.052174989490797685,1,0.019803755314580448,1,0.022305242957597296,1,0.052174989490797685,1,0.8878520333639842,1
dinov2_b14,20260911,clipart,logistic,nll,10,target_a,0.3,1,2.64094831955874,1,2.6346007947484598,1,0.006347524810280447,1,0.0024092928321182267,1,0.002713619771742429,1,0.006347524810280447,1,0.8878520333639842,1
dinov2_b14,20260911,clipart,logistic,nll,10,target_energy,0.0,1,3.097253127809221,1,2.6346007947484598,1,0.46265233306076103,1,0.17560623756850155,1,0.19778772922684734,1,0.46265233306076103,1,0.8878520333639842,1
dinov2_b14,20260911,clipart,logistic,nll,25,bayesian_d,0.2,1,2.6529550197828287,1,2.6346007947484598,1,0.0183542250343689,1,0.006966605745718406,1,0.007846584209896574,1,0.0183542250343689,1,0.8878520333639842,1
dinov2_b14,20260911,clipart,logistic,nll,25,domain_balance,0.0,1,2.817383442551293,1,2.6346007947484598,1,0.18278264780283315,1,0.06937773956766928,1,0.0781411056804182,1,0.18278264780283315,1,0.8878520333639842,1
dinov2_b14,20260911,clipart,logistic,nll,25,dpp_subspace,0.0,1,2.927288565631711,1,2.6346007947484598,1,0.2926877708832514,1,0.11109378372111056,1,0.12512646200762428,1,0.2926877708832514,1,0.8878520333639842,1
dinov2_b14,20260911,clipart,logistic,nll,25,merged_effective_rank,0.2,1,2.6529550197828287,1,2.6346007947484598,1,0.0183542250343689,1,0.006966605745718406,1,0.007846584209896574,1,0.0183542250343689,1,0.8878520333639842,1
dinov2_b14,20260911,clipart,logistic,nll,25,random,0.05500000000000001,20,2.78668932653619,20,2.6346007947484593,20,0.1520885317877304,20,0.05772735364343923,20,0.06501911520629847,20,0.1487582840848666,20,0.8878520333639843,20
dinov2_b14,20260911,clipart,logistic,nll,25,second_moment_mmd,0.2,1,2.6346007947484598,1,2.6346007947484598,1,0.0,1,0.0,1,0.0,1,0.0,1,0.8878520333639842,1
dinov2_b14,20260911,clipart,logistic,nll,25,target_a,0.6,1,2.64094831955874,1,2.6346007947484598,1,0.006347524810280447,1,0.0024092928321182267,1,0.002713619771742429,1,0.006347524810280447,1,0.8878520333639842,1
