readout,method,metric,shortlist_size,projection_seeds,requested_projection_seeds,target_domain_count,repeated_task_count,recall_at_top_q,recall_at_top_q_defined_count,test_loss,test_loss_defined_count,oracle_loss,oracle_loss_defined_count,absolute_regret,absolute_regret_defined_count,relative_regret,relative_regret_defined_count,span_normalized_regret,span_normalized_regret_defined_count,absolute_omission,absolute_omission_defined_count,relative_candidate_span,relative_candidate_span_defined_count
logistic,target_a,brier_score,227,"[20260917, 20260918, 20260919, 20260920]","[20260917, 20260918, 20260919, 20260920]",6,48,0.9833333333333334,6,0.8641014034738523,6,0.8632587029736835,6,0.0008427005001688664,6,0.0010283012649660748,6,0.007255505493114471,6,0.0,6,0.14652094607592522,6
logistic,target_a,error_rate,10,"[20260917, 20260918, 20260919, 20260920]","[20260917, 20260918, 20260919, 20260920]",6,48,0.19791666666666666,6,0.6419779459635416,6,0.6259053548177084,6,0.016072591145833332,6,0.024672252428814514,6,0.10193785753089492,6,0.011881510416666666,6,0.5637069335057727,6
logistic,target_a,error_rate,25,"[20260917, 20260918, 20260919, 20260920]","[20260917, 20260918, 20260919, 20260920]",6,48,0.4145833333333333,6,0.6345316569010416,6,0.6259053548177084,6,0.008626302083333334,6,0.014047284444644847,6,0.06343678533422313,6,0.0035400390625,6,0.5637069335057727,6
logistic,target_a,error_rate,50,"[20260917, 20260918, 20260919, 20260920]","[20260917, 20260918, 20260919, 20260920]",6,48,0.6229166666666667,6,0.63330078125,6,0.6259053548177084,6,0.007395426432291667,6,0.012317780414537094,6,0.056078929230529206,6,0.0017191569010416667,6,0.5637069335057727,6
logistic,target_a,error_rate,100,"[20260917, 20260918, 20260919, 20260920]","[20260917, 20260918, 20260919, 20260920]",6,48,0.8250000000000001,6,0.6327107747395834,6,0.6259053548177084,6,0.006805419921875,6,0.011996998049496341,6,0.04545714105152279,6,0.0007731119791666666,6,0.5637069335057727,6
logistic,target_a,error_rate,227,"[20260917, 20260918, 20260919, 20260920]","[20260917, 20260918, 20260919, 20260920]",6,48,0.9729166666666668,6,0.632843017578125,6,0.6259053548177084,6,0.006937662760416667,6,0.012564548898197178,6,0.04529437661541,6,0.0,6,0.5637069335057727,6
logistic,target_a,nll,10,"[20260917, 20260918, 20260919, 20260920]","[20260917, 20260918, 20260919, 20260920]",6,48,0.22916666666666666,6,3.4404349281166335,6,3.4074871295253217,6,0.03294779859131153,6,0.00894186514358756,6,0.014818606288305392,6,0.031387128615691366,6,0.7108004272248954,6
logistic,target_a,nll,25,"[20260917, 20260918, 20260919, 20260920]","[20260917, 20260918, 20260919, 20260920]",6,48,0.47500000000000003,6,3.425853546552069,6,3.4074871295253217,6,0.018366417026746868,6,0.004921282627217049,6,0.008455145088467196,6,0.015560181172001383,6,0.7108004272248954,6
logistic,target_a,nll,50,"[20260917, 20260918, 20260919, 20260920]","[20260917, 20260918, 20260919, 20260920]",6,48,0.65625,6,3.4180160881837964,6,3.4074871295253217,6,0.010528958658474419,6,0.0028886410248678495,6,0.004784402746754761,6,0.006013446647572529,6,0.7108004272248954,6
logistic,target_a,nll,100,"[20260917, 20260918, 20260919, 20260920]","[20260917, 20260918, 20260919, 20260920]",6,48,0.8354166666666668,6,3.415794508236177,6,3.4074871295253217,6,0.008307378710855092,6,0.002276916609947062,6,0.0036323725394274025,6,0.002729499872104311,6,0.7108004272248954,6
